categoria_principal,categoria_secundaria,subcategoria,descripcion,formato,tamanio,precio,moneda,unidad_venta
"Arroz, legumbres y pasta",Legumbres,Alubias,Alubia cocida blanca Hacendado,Tarro,570 g (400 g escurrido),"0,69",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Alubias,Alubia cocida blanca Hacendado,Tarro,295 g (210 g escurrido),"0,65",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Alubias,Alubia cocida roja Hacendado,Tarro,570 g (400 g escurrido),"1,05",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Alubias,Alubia cocida pinta Hacendado,Tarro,570 g (400 g escurrido),"1,10",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Alubias,Alubia blanca Hacendado,Paquete,1 kg,"1,89",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Alubias,Alubia negra Hacendado,Paquete,1 kg,"2,40",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Alubias,Alubia roja Hacendado,Paquete,1 kg,"2,55",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Alubias,Alubia cocida granja Hacendado,Tarro,570 g (350 g escurrido),"1,50",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Alubias,Alubia pinta Hacendado,Paquete,1 kg,"2,16",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Alubias,Alubia granja Hacendado,Paquete,500 g,"2,84",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Lentejas y otros,Lenteja pardina Hacendado,Paquete,1 kg,"2,20",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Lentejas y otros,Lenteja cocida pardina Hacendado,Tarro,570 g (400 g escurrido),"0,87",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Lentejas y otros,Lenteja cocida pardina Hacendado,Tarro,295 g (210 g escurrido),"0,75",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Lentejas y otros,Soja texturizada grano fino Hacendado,Paquete,250 g,"1,85",€,/ud.
"Arroz, legumbres y pasta",Legumbres,Lentejas y otros,Lenteja Hacendado,Paquete,1 kg,"1,88",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos,Fideo cabello de ángel Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos,Fideuá Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos,Fideo grueso Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos,Pasta estrellas Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos,Pasta maravilla Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos,Pasta piñones Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos,Fideo mediano Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos,Fideo al huevo Hacendado,Paquete,500 g,"1,29",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos,Pasta infantil con vegetales Hacendado,Paquete,500 g,"0,95",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos,Fideo integral Hacendado,Paquete,500 g,"1,05",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos,Tapioca Tipiak,Caja,225 g,"1,90",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos,Fideo sin gluten con quinoa Felicia,Paquete,500 g,"1,81",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Pajaritas vegetales Hacendado,Paquete,500 g,"0,95",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Penne integral Hacendado,Paquete,500 g,"0,95",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Tortiglioni Armando,Paquete,500 g,"1,24",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Hélices con vegetales Hacendado,Paquete,1 kg,"1,45",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Macarrón fino Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Macarrón al huevo Hacendado,Paquete,500 g,"1,29",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Macarrón Hacendado,Paquete,1 kg,"1,24",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Macarrón rayado Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Penne Armando,Paquete,500 g,"1,24",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Fusilli 100% lentejas rojas Felicia,Paquete,250 g,"1,65",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Trottole vegetales Hacendado,Paquete,500 g,"0,95",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Fusilli Armando,Paquete,500 g,"1,24",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Pasta tiburón Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Penne sin gluten Felicia,Paquete,500 g,"1,81",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Hélices Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Macarrón Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,"Macarrones, pajaritas y hélices",Fusilli sin gluten vegetales Felicia,Paquete,500 g,"1,81",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti y tallarines,Tallarín Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti y tallarines,Spaghetti integral Hacendado,Paquete,500 g,"0,95",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti y tallarines,Spaghetti fino Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti y tallarines,Nidos al huevo tagliatelle Hacendado,Paquete,500 g,"1,29",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti y tallarines,Spaghetti al huevo Hacendado,Paquete,500 g,"1,29",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti y tallarines,Nidos vegetales Hacendado,Paquete,500 g,"1,29",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti y tallarines,Spaghetti Hacendado,Paquete,1 kg,"1,24",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti y tallarines,Spaghetti Hacendado,Paquete,500 g,"0,76",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti y tallarines,Spaghetti sin gluten con quinoa Felicia,Paquete,500 g,"1,81",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti y tallarines,Spaghetti Armando,Caja,500 g,"1,24",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti y tallarines,Tagliatelle frescos al huevo Hacendado,Paquete,250 g,"1,19",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,Tortellini con carne Pagani,Paquete,250 g,"1,24",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,Tortellini fresco carne Hacendado,Bandeja,250 g,"1,72",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,Ravioli fresco ricotta y espinacas Hacendado,Bandeja,250 g,"1,72",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,Tortellini con tres quesos Pagani,Paquete,250 g,"1,24",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,Gnocchi frescos Hacendado,Paquete,500 g,"1,12",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,Medialunas frescas setas con boletus Hacendado,Bandeja,250 g,"2,24",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,Girasoles frescos con quesos Hacendado,Bandeja,250 g,"1,72",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,Tortellini con ricotta y espinacas Pagani,Paquete,250 g,"1,24",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,Medialunas frescas parmigiano reggiano y trufa Hacendado,Bandeja,250 g,"2,48",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,"Redondos frescos berenjena, tomate y mozzarella Hacendado",Bandeja,250 g,"2,24",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,Medialunas frescas calabaza y crema de quesos Hacendado,Bandeja,250 g,"2,24",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,Tortellini fresco jamón y queso Hacendado,Paquete,250 g,"1,72",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Pasta rellena,Gnocchi frescos de quesos Hacendado,Paquete,400 g,"1,91",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Lasaña y canelones,Placas para lasaña precocidas El Pavo,Caja,18 placas (200 g),"1,43",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Lasaña y canelones,Placas para canelones tradicionales Hacendado,Caja,20 placas (160 g),"0,67",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales,Fideos orientales Yakisoba classic Gallina Blanca,Vaso,93 g,"1,95",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales,Fideos orientales Yatekomo sabor pollo Gallina Blanca,3 vasos x 60 g, ,"3,95",€,/pack
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales,Fideos orientales Yatekomo sabor pollo Gallina Blanca,Vaso,60 g,"1,55",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales,Pasta oriental sabor pollo Maggi,Paquete,71 g,"0,80",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales,Fideos orientales Yakisoba sabor soja Hacendado,Vaso,80 g,"1,30",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales,Fideos orientales Yakisoba sabor soja Hacendado,Paquete,90 g,"0,90",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales,Fideos orientales sabor pollo Hacendado,Vaso,65 g,"0,95",€,/ud.
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales,Fideos orientales sabor picante Hacendado,Vaso,65 g,"1,00",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar blanco,Paquete,1 kg,"1,35",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar blanco en sobres Acor,Caja,50 sticks (350 g),"1,40",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar moreno de caña Acor,Caja,1 kg,"1,85",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar moreno de caña integral en sobres Acor,Caja,50 sobres (350 g),"1,55",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Panela azúcar moreno de caña integral Hacendado,Paquete,500 g,"1,85",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar glas Sidul,Bote,250 g,"1,40",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante líquido sacarina Hacendado,Bote,150 ml,"0,85",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante en pastillas sacarina Hacendado,Bote,850 pastillas (52 g),"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante en sobres sacarina Hacendado,Caja,60 sobres (60 g),"1,20",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Sirope de agave,Bote,350 g,"2,50",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante líquido stevia Hacendado,Bote,150 ml,"2,05",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante granulado stevia Hacendado,Bote,200 g,"3,15",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante en pastillas stevia Hacendado,Bote,175 pastillas (9 g),"1,85",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante en sobres stevia Hacendado,Caja,54 sobres (54 g),"2,00",€,/ud.
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante Eritritol y Sucralosa Hacendado,Bote,200 g,"3,25",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle menta fuerte gragea Hacendado,Paquete,32 chicles (45 g),"0,95",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle menta fuerte gragea Hacendado,Bote,70 chicles (100 g),"1,95",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle hierbabuena gragea Hacendado,Paquete,32 chicles (45 g),"0,95",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle hierbabuena gragea Hacendado,Bote,70 chicles (100 g),"1,95",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle hierbabuena lámina Hacendado,Paquete,12 chicles (31 g),"0,95",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle menta fresca gragea Hacendado,Bote,70 chicles (100 g),"2,60",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle menta suave gragea Hacendado,Paquete,32 chicles (45 g),"0,95",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle fresa gragea Hacendado,Paquete,32 chicles (45 g),"0,95",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle fresa gragea Hacendado,Bote,70 chicles (100 g),"1,95",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle original sabor frutas gragea Hacendado,Paquete,32 chicles (45 g),"0,95",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle regaliz y menta gragea Hacendado,Paquete,32 chicles (45 g),"1,25",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle sandía lámina Hacendado,Paquete,12 chicles (31 g),"0,95",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle XXL gragea Hacendado,Paquete,25 chicles (100 g),"1,75",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle jengibre gragea Hacendado,Paquete,32 chicles (45 g),"1,25",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle mentol mix XXL gragea Hacendado,Paquete,25 chicles (100 g),"1,75",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles,Chicle frutos rojos lámina Hacendado,Paquete,12 chicles (31 g),"0,95",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos nata Hacendado 0% azúcares,Paquete,90 g,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos café Hacendado 0% azúcares,Paquete,90 g,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos sabor eucalipto y mentol Hacendado 0% azúcares,Paquete,90 g,"0,90",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos surtidos 6 sabores Hacendado,Paquete,150 g,"1,10",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos eucaliptus mentol Respiral Halls,Paquete,150 g,"1,75",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos cítricos mix Halls,4 paquetes x 32 g, ,"2,35",€,/pack
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos limón mentol Respiral Halls,Paquete,150 g,"1,75",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos original Halls,4 paquetes x 32 g, ,"2,35",€,/pack
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos blandos Fruits Hacendado,Paquete,300 g,"1,50",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos miel sabor limón Pifarré,Paquete,125 g,"1,00",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos blandos rellenos Dolis,Paquete,300 g,"2,00",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos con palo 4 sabores Chupa Chups,Paquete,12 ud. (144 g),"1,90",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos menta minigrageas Smint,2 ud. x 8 g, ,"2,20",€,/pack
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos mantequilla y nata Werther's original,Paquete,150 g,"1,80",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos regaliz mentol Respiral Halls,Paquete,150 g,"1,75",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos jengibre y própolis Hacendado 0% azúcares,Paquete,90 g,"1,35",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos Mix Fruits Hacendado 0% azúcares,Paquete,100 g,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos con palo Cherry Stick Hacendado con chicle sabor cereza,Paquete,7 ud. (105 g),"1,30",€,/ud.
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos,Caramelos sabor eucalipto y mentol Hacendado,Paquete,150 g,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro 85% cacao Hacendado,Tableta,100 g,"1,05",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro fundir Hacendado,Tableta,200 g,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Porciones de Chocolate negro 72% cacao extrafino Hacendado,Paquete,200 g,"2,10",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate 70% negro Valor 0% azúcares añadidos,Tableta,125 g,"2,00",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro 72% de cacao Hacendado con pepitas de cacao caramelizadas,Tableta,100 g,"1,25",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro 72% de cacao Hacendado,Tableta,100 g,"0,85",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro extrafino Hacendado con almendras enteras,Tableta,200 g,"1,40",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate puro Valor,Tableta,300 g,"2,80",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate puro Valor con almendras enteras,Tableta,250 g,"3,15",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro extrafino y edulcorante Hacendado 0% azúcares añadidos,Tableta,125 g,"1,25",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Mini barritas chocolate negro 70% cacao Hacendado con semillas y galleta,Paquete,12 ud. (130 g),"1,55",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro relleno de mousse Hacendado,Tableta,140 g,"1,65",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate puro Valor con almendras enteras,Tableta,150 g,"2,85",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro 55% cacao Hacendado con avellanas enteras,Tableta,180 g,"1,60",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolatinas de chocolate negro Royal Mints 49% rellenas de crema sabor a menta,Caja,200 g,"1,50",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Gotas de chocolate negro para fundir Hacendado,Paquete,250 g,"1,75",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro 72% cacao extrafino Hacendado con almendras enteras,Tableta,200 g,"1,90",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Porciones de Chocolate negro 85% cacao extrafino Hacendado,Paquete,200 g,"2,40",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro 72% cacao Hacendado con trozos de naranja,Tableta,100 g,"1,25",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro 85% cacao extrafino y edulcorante Hacendado 0% azúcares añadidos,Tableta,100 g,"1,50",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro 70% cacao fundir Hacendado 0% azúcares añadidos,Tableta,200 g,"1,80",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,99% cacao negro Hacendado,Tableta,100 g,"1,60",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro Fussion 72% de cacao Hacendado relleno de crema de limón,Tableta,100 g,"1,00",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro 92% cacao Hacendado 0% azúcares añadidos con fibra de achicoria,Tableta,100 g,"1,60",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate negro,Chocolate negro 55% cacao Hacendado,Tableta,150 g,"0,80",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche classic Hacendado,Tableta,150 g,"0,90",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche extrafino Nestlé,Tableta,125 g,"1,25",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche Oreo Milka,Tableta,100 g,"1,30",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche Milka,Tableta,150 g,"1,35",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate extrafino con leche Hacendado almendras enteras,Tableta,200 g,"1,40",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche Valor almendras enteras,Tableta,250 g,"3,15",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche Hacendado avellanas troceadas,Tableta,150 g,"1,00",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate extrafino con leche Hacendado 0% azúcares añadidos,Tableta,125 g,"1,25",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche caramelo Milka,Tableta,100 g,"1,30",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche Valor almendras enteras,Tableta,150 g,"2,85",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche Milka galleta,Tableta,300 g,"2,95",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche Hacendado almendras troceadas,Tableta,150 g,"1,00",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche Fussion Hacendado relleno crema de fresa,Tableta,110 g,"1,00",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Fideos de chocolate Hacendado,Paquete,100 g,"1,45",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche fundir Hacendado,Tableta,200 g,"1,50",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche extrafino cremoso Hacendado,Tableta,150 g,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,"Chocolate con leche Fussion Hacendado relleno cremoso, avellanas y barquillo crujiente",Tableta,100 g,"1,00",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche Fussion Hacendado relleno de galleta Belga,Tableta,110 g,"1,00",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,Chocolate con leche Hacendado con avellanas enteras,Tableta,180 g,"1,60",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate con leche,"Chocolate con leche Hacendado con arándanos rojos, almendras y avellanas",Tableta,180 g,"1,90",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate blanco,Chocolate blanco Hacendado,Tableta,100 g,"0,75",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate blanco,Chocolate blanco fundir Hacendado,Tableta,200 g,"1,50",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate blanco,Chocolate blanco Fussion Hacendado galletas al cacao,Tableta,100 g,"1,00",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolate blanco,Chocolate blanco Fussion Hacendado relleno con cremoso de coco y almendras troceadas,Tableta,100 g,"1,00",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Barritas de barquillo Huesitos bañadas de chocolate con leche,Paquete,10 ud. (200 g),"2,00",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Barritas de chocolate con leche Hacendado rellenas de leche,Paquete,16 ud. (200 g),"1,90",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Barritas de barquillo Kit-Kat bañadas de chocolate con leche,Paquete,"5 ud. (207,5 g)","2,69",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Barritas de barquillo Meivel rellenas de turrón Viena,Paquete,6 ud. (180 g),"1,35",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Barritas de barquillo Tokke original,Paquete,3 ud. (141 g),"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Disquitos Pintarolas de chocolate con leche coloreados,Paquete,200 g,"1,50",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Cacahuetes Hacendado chocolate negro,Paquete,250 g,"1,95",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Cacahuetes Hacendado chocolate con leche,Paquete,250 g,"1,95",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Barritas de galleta y caramelo Hacendado bañadas de chocolate con leche,Paquete,5 ud. (200 g),"1,50",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Cacahuetes Chocoiris Hacendado bañados de chocolate con leche coloreados,Paquete,180 g,"1,70",€,/ud.
