categoria_principal,categoria_secundaria,subcategoria,descripcion,formato,tamanio,precio,moneda,unidad_venta
Cuidado del cabello,Coloración cabello,Coloración color moreno,Coloración permanente 2.10 negro azulado Deliplus,Caja,1 ud.,"3,90",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color moreno,Coloración permanente Garnier 1.0 ultra negro,Caja,1 ud.,"3,50",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color moreno,Coloración permanente L'Oréal 1 negro,Caja,1 ud.,"6,75",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color moreno,Coloración sin amoníaco L'Oréal 210 negro azulado,Caja,1 ud.,"6,00",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color moreno,Mascarilla cabello Reviva negro Deliplus,Caja,1 ud.,"2,10",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color moreno,Coloración sin amoníaco L'Oréal 323 negro chocolate,Caja,1 ud.,"6,00",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color moreno,Coloración permanente 1 negro Deliplus 0% amoníaco,Caja,1 ud.,"3,90",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color moreno,Coloración permanente 1.88 negro azulado intenso Deliplus 0% amoníaco,Caja,1 ud.,"3,90",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color castaño,Coloración permanente 3 castaño oscuro Deliplus,Caja,1 ud.,"3,90",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color castaño,Coloración permanente 4 castaño medio Deliplus,Caja,1 ud.,"3,90",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color castaño,Coloración permanente 4.15 chocolate helado Deliplus,Caja,1 ud.,"3,90",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color castaño,Coloración permanente 5 castaño claro Deliplus,Caja,1 ud.,"3,90",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color castaño,Coloración permanente 5.77 castaño claro marrón intenso Deliplus,Caja,1 ud.,"3,90",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color castaño,Coloración permanente 5.79 marrón chocolate Deliplus,Caja,1 ud.,"3,90",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color castaño,Coloración permanente 6.15 marrón macadamia Deliplus,Caja,1 ud.,"3,90",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color castaño,Coloración permanente 6.25 marrón avellana Deliplus,Caja,1 ud.,"3,90",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color castaño,Coloración permanente 6.35 marrón caramelo Deliplus,Caja,1 ud.,"3,90",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color castaño,Coloración permanente Garnier 5.0 castaño luminoso,Caja,1 ud.,"3,50",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color castaño,Coloración permanente Garnier 5.35 castaño canela,Caja,1 ud.,"3,50",€,/ud.
Cuidado del cabello,Coloración cabello,Coloración color castaño,Coloración permanente L'Oréal 3 castaño oscuro,Caja,1 ud.,"6,75",€,/ud.
